author,text,published_at,like_count
user_3776,Mahfud jg komentar nambah runyam,2025-05-28T12:41:40Z,0
user_15353,🙏🙏🙏♥️🇲🇨🇲🇨🇲🇨,2025-05-28T12:07:17Z,0
user_16811,Mantap pk mahmud  M D..biar pd di buka otak roy suryo  cs,2025-05-28T11:39:30Z,0
user_14738,"Pencerahan yg sah, dan benar, pak Maruf, ini yg namanya org cendekiawan ,,,",2025-05-28T10:45:36Z,0
user_48837,Pokok nya mayorits orang Indon suka Tipu Korupsi bohong nyolong ini FAKTA.,2025-05-28T09:11:15Z,0
user_1768,Ap saya bilang Ugm yang mengeluarkan masa yang di salhkan pk jokowi aneh,2025-05-28T04:35:35Z,0
user_18044,Mahfud md orang yg paaling pandai ngibul karena takut ke seret jokodok,2025-05-28T03:34:39Z,0
user_2907,Salut AQ sama pak Mahfud ajar mereka2 gerombolan tu dgn ilmu hukum mu pak,2025-05-28T03:26:39Z,0
user_37542,"sampai saat ini saya tidak pernah sesali menjadi bagian dari 16%, krn yg sy pilih kualitasnya seperti ini.",2025-05-28T02:35:58Z,0
user_1177,Nah ini baru namanya BPK Mahfud yg namanya profesor ini baru benar org pinter...,2025-05-27T22:05:27Z,0
user_26144,Salut buat pa mahfud,2025-05-27T16:31:15Z,0
user_28853,"Orang² yg katanya berilmu dan punya gelar kok kayak gaada kerjaan
Ngursin hal yg ga penting, kocak 😂",2025-05-27T15:17:59Z,0
user_25915,Ini sih bukan polemik ijasah . Para oknum lagi mengalihkan perhatian kasus korupsi,2025-05-27T15:07:27Z,0
user_13243,"Intinya  gugstan ijsza jokowi itu.hanya merugikan atwpundirugikan negara pula
Jadi menyalakan jokowi itu kayak membuka aib bangsa !.pertanyaan jika tuk kepentingan negara dan bangsa ,kenapa dan apa sebabnya nanti muncul / di munculkan kemudian ? Jokowi mengikuti regulasi serta proses yg di tetapkan .jafi klw ada kesalahan itu ada yg patut bertanggung jwb.",2025-05-27T15:02:53Z,0
user_21005,Semakin lebih pintar orang semakin lebih jelas arah pembicaraannya dan tegas dalam aturannya yg ia sudha paham. Teladan Prof,2025-05-27T14:44:03Z,0
user_25833,Apa hubungannya dgn mahput.,2025-05-27T12:58:56Z,0
user_3601,🎉jangan lupa kacang dari kulit .,2025-05-27T12:34:19Z,0
user_16973,"Singkat cerita spy tdk panjang x lebar,,, ""Kejujuran"" jgn gengsi tinggal tunjukan Asli atau Palsu sdh pst selesai... 🤝",2025-05-27T11:58:42Z,0
user_23185,Mantap pak mahfud .sudah menyuara kan suara dan logika saya,2025-05-27T08:50:11Z,0
user_10788,"si mulyono manusia iblis dari solo, raja dusta dari indonesia, tukang tipu nomor satu, pengkhianat warga NKRI, rajanya ingkar janji",2025-05-27T05:50:10Z,0
user_3940,Bagian dari dinasti penguasa.. akibat nya makin banyak pembuatan ijazah aspal nanti bila tidak terbongkar,2025-05-26T19:54:39Z,0
user_38029,"Cerdas Pa Mahfud MD. Entah asli atau tdk Ijazah Pa Jokowi, apa hubungannya dgn proses Ketatanegaraan kita? Wong beliau sdh jadi rakyat biasa kok.",2025-05-26T13:42:55Z,0
user_32578,masuk akal,2025-05-26T10:05:47Z,0
user_25939,BPK Mahfud joss pantas jdi penjabat,2025-05-26T10:02:40Z,0
user_50670,memangny tk boleh ditunjukan yg asli pak?,2025-05-26T04:44:20Z,0
user_28849,Se7 tp lalau keputusan ataunkebijakan nya merugi kan negara gimana pak Mahfid MF,2025-05-26T04:34:47Z,0
user_37197,Jelas lugas pak mahpud bikin pernyataan penjelasan nya,2025-05-25T23:19:38Z,0
user_23117,"jika ijazah saja bisa di palsukan, bisa di manipulasi, bagaimana bila jabatan, hukum dana, dimanipulasi juga, apakah anda masih tidak perduli.. jadi ini bukan tentang ijazah saja..",2025-05-25T18:19:50Z,0
user_34210,"Memang tdk berimplikasi pada hukum tata tatanegara. 
Tapi soal moral ...",2025-05-25T15:33:24Z,0
user_6552,Mantap penjelasan pak Mahmud MD,2025-05-25T13:09:15Z,0
user_7926,Yg  bikin onar  rs cs ...,2025-05-25T12:42:00Z,0
user_51679,MAHFUD  mau lari kemana bebas. Yg penting kalau palsu hukumnya PENIPUAN😅,2025-05-25T07:54:56Z,0
user_17881,Jokowi ngak bodoh   pepitnah  ini  sukanya  pak jokowi  di. Pen jara     itunya,2025-05-25T06:09:18Z,0
user_6848,"Benar 100 porsen jelasan pak Macmud  MD,  Menko Polhukam, dngarkan baik kelompok penyebab ribet dlm pengurusan hak pribadi  Hak pribadi, penjarakan kelompok penvetus pencari fakta ijazah aslinya pak jokowu, srbaiknya nuntutlah mereka di bawa masuk Rumah sakit jiwa  yg beruhi  besi,",2025-05-25T04:18:56Z,0
user_6848,"Benar  seruju dgn pa   mahmud  MD,  sampaikpn di tuntut  sebenarnya  apa huvubgannya dgn tuntutan oknum2  yg tak waras, gila pikiran  gila klmpok pemikir gila yg bertitel  sarjana  abu2  tidak  jelas, oknum2  gila kelompok penu tut  ijazah nya pak jokowi, kelompok gila tak waeasnya punya ijazah pemikir gila tempatnya di pe jata, merusak motal bangs RI, penghasut memprovokasi  ujarsn kebencian dan menghina hak msrtabat pribadi nya pak jokowi, penjarakan saja mereka klmpok2  gila,",2025-05-25T03:57:42Z,0
user_8454,Masuk pak Mahfud........d❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤biar roy sutyo itu ngak ngoceh aja kaya bakul jamu,2025-05-25T03:29:15Z,0
user_32507,"Benar semua penjelasan pak Mahfud ,tapi kalau isu ini dibiarkan tetap negara akan carut marut Tetang pemerintah an  ,apa lagi ambisi Jokowi tetap cawe² kepemerintahan . Jadi para pelapor juga tidak salah demi pemerintahan yg bersih dan benar. Ini kepentingan pemerintah dan negara.",2025-05-25T02:19:19Z,0
user_8698,Klo bgi say ngpain mikirin ijasah palsu asli yg pntg kinerjany bagus bgi rakyat bgi negara wlupun ijasah sd jug gx masalh klo bgi say,2025-05-25T01:23:48Z,0
user_6598,Hebat pak mahfud md. Luar biasa pak...,2025-05-24T23:26:50Z,0
user_38490,"Ini masalah moral dan kejujuran mantan pemimpin. 
Bukan masalah dampak akibat kasus ini ke negara.. 
Sekali lagi ini masalah moral dan kejujuran seorang mantan pemimpin.",2025-05-24T18:16:12Z,0
user_10555,minta ijin membagikan,2025-05-24T17:15:46Z,0
user_8231,Betul sekali,2025-05-24T14:51:35Z,0
user_37014,"Ya klo begitu suruh ngaku saja! Ato memberi tahukan kpd publik, ini loh ijazah saya!",2025-05-24T14:42:00Z,0
user_26723,Salut dgn 👍👍👍👍👍👍👍,2025-05-24T10:22:23Z,0
user_13779,"Betul juga . Tapi masalahnya bukan batal atau tidak, tapi edukasi di masyarakat ijazah nggak jelas bisa jadi presiden? Itu sih menurut saya",2025-05-24T08:11:55Z,0
user_3588,Akhirnya banyak bikin palsu,2025-05-24T07:27:11Z,0
user_51151,"Ga setuju atas statemen prof. MD.
Beliau itu org jokowi.",2025-05-24T02:53:17Z,0
user_38645,Ini benar-benar org pintar karena mengerti aturan.luar biasa pa Mafud Tuhan memberkati,2025-05-24T01:29:59Z,0
user_30090,"Nampak sekali kepakaran pak Mahmud, beda banget dengan kepakaran rai panci latar belakang pendidikan rai panci tak nyambung",2025-05-24T01:12:26Z,0
user_54446,mahfud omonge ndak bisa dipercaya bukam saja,2025-05-23T23:32:35Z,0
user_4126,Mantap pak Mahfud,2025-05-23T20:40:10Z,0
user_13602,Menalukan ( isinlah cara aku),2025-05-23T17:54:12Z,0
user_489,"Benar kata Pak Mahmud MD 
Palsu dan Asli.tidak dapat merubah tata negara 
Rakyat hanya mau kebenar aja 
agar rakyat tidak sembarang memilih partai Pak Mahmud  yabg baik ❤❤❤❤",2025-05-23T15:45:38Z,0
user_28988,Gak penting pak mafud komentarnya,2025-05-23T11:06:59Z,0
user_15567,Pak mafut adalah orang netral yang tidak pernah  membenci org  walaupun pak jokowi adalah lawan politik.sehat selalu pak mafut,2025-05-23T10:46:35Z,0
user_29944,Mahpud md baru pintar orang pintar di curangin,2025-05-23T08:06:03Z,0
user_50846,Benar itu pak menham,2025-05-23T06:55:58Z,0
user_19213,Indones boleh palsu2an.. kalau seperti itu...,2025-05-23T06:42:14Z,0
user_20420,"PAK MAHFUD MAH NEGARAWAN SEPERTI PAK JUSUF KALA MANTAN PRESIDEN..... DI JAMAN SBY PENAK BBM MURAH, APA-APA MURAH GAK SEPERTI JAMAN JOKOWI APA-APA SUSAH DAN SEBELAS DUA BELAS SEPERTI MEGAWATI YG JUAL ASET NEGARA DAN KERJA KONTRAK JADI ASING SEMENA-MENA GAJI BURUH.",2025-05-23T01:56:31Z,0
user_20420,"SAYA SENANG JOKOWI GAK JADI PRESIDEN LAGI, KARENA CUMA JOKOWI YANG SELALU BUAT GADUH POLEMIK NEGARA DI MANA-MANA NINGKAT, KORUPTOR MAKIN BANYAK, UTANG NEGARA MAKIN BANYAK, EKONOMI ANJLOK, BBM NAIK TINGGI, BANYAK RAKYAT JADI TUMBAL PERANG POLITIK, MOBILE ASEMKA DIVIRALKAN LAGI YG TELAH DIHILANGKAN JOKOWI, KASUS INI SEPELE LAH, HARUSNYA TUNJUKIN AJA IJAZAH ASLI WAKTU KASUS SEBELUMNYA JANGAN CARI TUMBAL LAGI DAN MINTA VIRAL.",2025-05-23T01:54:23Z,0
user_20792,"Saya kira Mahfud MD orang jujur memebela kejujuran, rupanya rupanya perkiraan saya meleset.",2025-05-23T01:03:32Z,0
user_38992,Tegas benar ❤❤,2025-05-22T23:22:57Z,1
user_16751,Banyak ocehan,2025-05-22T22:25:50Z,0
user_31932,"Ini baru keren, tidak terpengaruh arus politik. Sehat selalu pak Mahfud",2025-05-22T20:35:29Z,0
user_16915,Bener kata pak mahfud. Tp dibalik itu semua. Klo memang ini betul. Maka ini akan hd sejarah bagi indonesia. Karna ada orang yg memalsukan ijazah nya.  Yg menjadi presiden. Dah bahkan kpu yg memprivikasi nya dgn telak sdh tertipu. Dikira ijazah yg disodorkan sebgai bahan pendaftaran asli. Ternyata palsu. Klo ini terbukti ijazah nya palsu. Satu kata memalukan.,2025-05-22T19:43:44Z,0
user_54016,Yang bilang ijasah palsu siap2 masuk kandang besi biar tau rasanya enaknya di dalam kandang besi😂😂😂😂,2025-05-22T16:03:24Z,0
user_6138,Paparan pa mafud itu benar,2025-05-22T15:55:37Z,1
user_47105,mantab jaya P Mahfud 👍👍👍,2025-05-22T14:58:30Z,0
user_30797,Kelihatan Kalau Orang pintar dan bijak.......Beda dengan RS cs....ada kepentingan di mereka untuk hanya mempermalukan seseorang....! lembaga yg menyatakan palsu atau tidak atau mencabut atau tidak...yg diberikan SK oleh negara adalah Universitas......,2025-05-22T13:43:47Z,0
user_15850,"Mahfudpun gak bisa menjelaskan dg gamblang , hanya p yusno duaji saja yg pandai jelaskan kerakyat.",2025-05-22T12:44:48Z,0
user_8340,Ini baru guru bangsa,2025-05-22T10:28:53Z,0
user_16433,"Rakyat ingin menyaksikan,dan membuktikan saja seberapa banyak para pejabat yg benar2 jujur sebelum,saat dan setelah menjabat...itu saja.......kalau benar2 lurus yach ...lurus2 saja, tapi kalau banyak dusta...yach begitulah dunia politik penuh dengan intrik...karena dunia ini adalah panggung sandiwara,hanya manusia2 yang lurus saja yg selamat dari fitnah dunia ini....SEMOGA ALLAH SWT MELINDUNGI SELURUH RAKYAT INDONESIA...yang senantiasa bersabar walau banyak dipermainkan dalam kefanaan dunia ini.",2025-05-22T08:06:24Z,0
user_42699,Bapak masfud sip sungguh hebat penjelasan simpel dan mantap,2025-05-22T05:59:38Z,0
user_25922,kepentingan orang-orang yang melapor itu salah satunya amar ma'ruf nahi mungkar.. jdi kalau bpk tidak punya keinginan untuk itu yaa terserah bapak. sehat selalu pak Prof,2025-05-22T05:57:11Z,0
user_17989,"Yg di pikir koh ijasah"" terus.....sekarang presidennya pak prabowo......tiap hari koh ribut ijasah terus ......",2025-05-22T04:59:32Z,1
user_32492,mntap pak Mhfud,2025-05-22T03:58:23Z,0
user_50691,Orang indonesia ini kapan jadi orang ngerti ijazah pak jokowi. Palsu itu orang piter tapi keblinger  jelas pak mahmud itu yang  menerangkan jelas,2025-05-21T18:47:44Z,0
user_152,Penjelasan yg sangat masuk akal dan mudah di pahami,2025-05-21T16:50:40Z,0
user_50215,"Alhamdulillah di negara kita indonisia ini masih ada orang yg pintar untuk mengabdi pada bangsa ini amin, tegak lurus demi kesejahteraan rakyat dan hukum, sehat slalu p Mahfud MD",2025-05-21T15:49:13Z,0
user_10018,Saya salut dengan pak mahmud  ini baru  orang bijak untuk yg mengatakn ijasah pk jkwi plsu   suruh masuk aja lagi keperut ibu mu untuk belajar  dan lahir jadi orang bijak 😂😂😂😂😛,2025-05-21T14:49:42Z,0
user_21652,Biarin aja pak. Anak2 abah memang dablek,2025-05-21T13:26:19Z,0
user_39567,Memihak,2025-05-21T12:57:05Z,0
user_5289,Nah itu pk mahluk aku senang banget slalu lindungan Alloh pk mahfud amin❤❤❤❤❤,2025-05-21T12:43:38Z,0
user_44708,Tangkab roysuryo  dan antek antekx hukum aja di penjara  sampe sujut sama jokowidodo untuk memohon maaf .biar dia nyadar bahwa dia itu politik sirik politik kotor yang ada pada dirix .,2025-05-21T11:48:35Z,0
user_20406,Klo bpk mahmud bela yg benar .bukan kaya orang2 setres contohnya suryo panci cs itu rombongan orang2 gila,2025-05-21T11:21:24Z,1
user_18538,"Luar biasa, orang seperti BPK Mahfud bikin adem dan bisa di mengerti setiap perkataan. ❤❤",2025-05-21T09:04:10Z,1
user_16080,Pak makfud md itu sudah mulai mleceng tidak lurus lagi itu berbahaya,2025-05-21T06:48:22Z,0
user_31987,"Keren pak Mahfud, berisi",2025-05-21T06:39:33Z,0
user_11352,Sangat jelas di pahami,2025-05-21T03:20:59Z,0
user_11352,Mantap pak,2025-05-21T03:17:28Z,0
user_26152,"Tuntut yy korupsi di Indonesia, itu baru hebat dan berjuang untuk bangsa kita",2025-05-21T02:53:18Z,0
user_15266,"Mantap, tegas ,adem penuh logika penjelasan Bapak Mahfud MD! 👍👍🙏",2025-05-21T01:19:25Z,0
user_55865,PENDAPAT YANG TIDAK MASUK LOGIKA .KAN MERUGIKAN NEGARA,2025-05-20T16:37:23Z,0
user_19582,Betul,2025-05-20T10:09:52Z,0
user_19582,"Betul bapak Mahpud MD ,.ini namanya orang sehat",2025-05-20T10:07:40Z,0
user_1103,"Roy Suryo botak yg guwonlok n antek2nya bodoh kok minta2 bukti ijasah asli P. Jokowi. Kok tolol mantan menteri ini, ya???",2025-05-20T07:10:30Z,0
user_1103,"Denger gak penjelasan mantap P. Mahfud ini hai para goblok n tolol yg ngurus2 n koar2 soal ijasah P.Jokowi yg katanya PALSU. Botak"" tolol ya. Hukum Mati aja semua itu",2025-05-20T07:07:26Z,0
user_19974,Se7 pk mantap,2025-05-20T06:42:41Z,0
user_54308,Kelas❤❤❤,2025-05-20T05:17:55Z,0
user_17207,Cerdas,2025-05-20T01:33:29Z,0
user_32774,Proses hukum semua yg terlibatnya  pinter tapi CM,2025-05-19T22:58:35Z,0
user_32774,Jadi di biarkan bgt ya pak Bpk ini mencla mencle...... Bpk ini tau ijazah pak jokowi Bpk menko polkam... Maju terus Dr tiga dan Roy suryo.... Usut tuntas,2025-05-19T22:57:31Z,0
user_36307,"Ijasah palsu? Kinerja nyata
Apa ijasah asli, kinerja basi?",2025-05-19T22:51:01Z,0
user_5229,"Rakyat yg rugi, totol sebab pejabat tak ada tanggung jawabnya",2025-05-19T18:04:23Z,0
user_7490,Luar biasa.. ❤,2025-05-19T16:07:15Z,0
user_26222,Grup nya orang sakit jiwa gara² korupsinya di hancurkan,2025-05-19T15:53:34Z,0
user_33620,Palsu stau asli kami rakyat masih tetap dayang pak Jokowi 75 persen.,2025-05-19T13:00:02Z,0
user_55720,Bener2 cocok di alam pemikiran yg bening netral tanpa emosional mantep sekali pak Mahfud terima kasih Mr.,2025-05-19T09:22:13Z,0
